QUEST_20150317_000001	Veuillez sélectionner l'utilisateur nécessitant une mise à jour de quête.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM	
QUEST_20150317_000139	Mon vieux avait l'habitude de fouiller les recoins à la recherche de quelque chose de sympa.{nl}Parfois, il avait de la chance et trouvait un joli coffre au trésor. Je me demande qui les laisse là.	아저씨가 그러셨는데요, 할 수만 있다면 구석구석을 잘 살피는 게 좋대요.{nl}가끔 운이 좋으면 보물상자를 발견할 수도 있다네요. 누가 갖다 놨을까?				클라페다 소녀	
QUEST_20150317_000140	Chasseur Retraité	은퇴한 사냥꾼					
QUEST_20150317_000141	Je me souviens de cette bataille dans un canyon profond où des soldats ont combattu un{nl}monstre énorme. Voir cette chose géante tomber était incroyable, mais ce qui était encore plus{nl}incroyable, c'était le butin.	일전에 깊은 협곡에서 병사들이 거대한 몬스터와 싸우는 걸 봤소.{nl}그 엄청난 몬스터를 쓰러뜨린 것도 대단하지만 전리품이 어마어마하더군.				은퇴한 사냥꾼	
QUEST_20150317_000142	Vieux Potier	도자기 빚는 노인					
QUEST_20150317_000143	Je pose une prière sur ma poterie, une par une. Ainsi, les pots seront un jour remplis des{nl}bénédictions de la déesse.	도자기 하나에 소원 하나씩 담는 것일세.{nl}그러다 보면 언젠간 여신의 은총이 이 도자기 전부에 가득 차겠지.				도자기 빚는 노인	
QUEST_20150317_000144	Les épéistes devraient avoir de la Force, mais on peut aussi avoir de la Dextérité et de la Constitution. {nl}Tu devras réfléchir à ce par quoi commencer.	검사 계열이라면 역시 힘이죠.{nl}하지만 민첩한 몸놀림이나 강한 체력을 키울수도 있어요.{nl}앞으로 무엇이 될 지 먼저 따져보는게 좋을 겁니다.					
QUEST_20150317_000145	Les mages travaillent avec l'Intelligence, mais ne devraient pas oublier l'Esprit pour davantage{nl}d'incantations. Tu devras choisir entre être équilibré ou spécialisé.	마법사 계열이라면 역시 지능이죠.{nl}하지만 마법을 자주 사용하려면 정신력도 잊지 말아야 합니다.{nl}균형과 집중 중에서 잘 선택하셔야 해요.{nl}				정찰병	
QUEST_20150317_000146	Les archers devraient avoir de la Force, mais la Dextérité évitera les problèmes de mouvement. {nl}Tu devras réfléchir à ce par quoi commencer.	궁수 계열이라면 역시 힘이죠.{nl}하지만 민첩한 몸놀림을 빼 놓을 순 없겠지만요.{nl}앞으로 무엇이 될 지 먼저 따져보는게 좋을 겁니다.{nl}					
QUEST_20150317_000147	Les clercs travaillent avec l'Intelligence, mais pourraient avoir besoin de beaucoup de Force ou d'Esprit. {nl}Tu devrais vraiment décider ce que tu veux en premier.	성직자 계열이라면 역시 지능이죠.{nl}하지만 강한 힘이나 정신력이 필요할 수도 있어요.{nl}앞으로 무엇이 될 지 먼저 따져보는게 좋을 거예요.{nl}					
QUEST_20150317_000148	Maître Doppelsoeldner	도펠죌트너 마스터					
QUEST_20150317_000149	Les choses qui en valent la peine comportent toujours un certain risque. Naturellement, pour de{nl}grandes récompenses, il faudra supporter beaucoup de danger.	위험한 일일수록 가치 있는 경우가 많지.{nl}높은 보수를 원한다면 당연히 그만한 위험을 감당해야 할 줄도 알아야 하고.				도펠죌트너 마스터	
QUEST_20150317_000150	Maître Corsaire	커세어 마스터					
QUEST_20150317_000151	Je n'aiderai personne dans le besoin s'il n'y a rien à y gagner pour moi.	나에게 도움이 되는 일이 없다면 굳이 남을 돕는 고생을 할 필요는 없지.					
QUEST_20150317_000152	Rocher	바위					
QUEST_20150317_000153	Un gros rocher bloque le passage.	커다란 바위로 막혀있다..				바위	
QUEST_20150317_000154	(Cela doit être réparé.)	망가져 수리가 필요하다..					
QUEST_20150317_000155	Un rocher bloque le passage.	바위로 막혀있다..					
QUEST_20150317_000156	Matériau de Recherche Magique	마법 연구 자료					
QUEST_20150317_000157	Il s'agit apparemment des notes de recherche de quelqu'un venant de la Tour du mage. Faut-il{nl}les copier ?	마법사의 탑에 있던 어느 마법사가 쓴 듯한 연구 자료가 보인다.{nl}베껴갈까?				마법 연구 자료	
QUEST_20150317_000158	Se cacher et se faufiler ne résoudra pas tous tes problèmes. {nl}Un vrai Éclaireur doit aussi être prêt à combattre.	은신과 잠입에만 능하다고 만사가 아냐.{nl}전투기술도 갖추고 있어야 진정한 스카우트지.					
QUEST_20150317_000159	Tu vas avoir besoin de beaucoup de choses en voyage. {nl}Assure-toi de faire tes provisions à l'avance.	여행을 하다 보면 사소한 물건들이 아쉬울 때가 많지요. {nl}미리 충분히 사두는 것이 좋답니다.					
QUEST_20150317_000160	Si la magie de contrôle est dissipée, les messages divins ne seront plus protégés.	제어 마법의 주문이 끊긴다면 더 이상 계시를 지킬 수 없다.				수호자의 석상	
QUEST_20150317_000161	Monument du Voleur Oublié	이름 모를 도둑의 비석					
QUEST_20150317_000162	Moi, Zubeck, laisse cette épitaphe. Pour l'honneur d'être le plus grand voleur de l'histoire, j'ai{nl}défié une puissante sorcière.	나 즈벡은 이 비문을 남긴다.{nl}최고의 도둑이라는 자부심을 걸고 역사상 가장 강력하다는 마법사에게 도전할 것이다.				이름 모를 도둑의 비석	
QUEST_20150317_000163	Mais moi, simple voleur, pouvais-je revendiquer la victoire en la volant simplement ? Peut-être,{nl}si je pouvais dépouiller la plus grande archimage sans qu'elle s'en aperçoive.	하지만 이 내가 도둑질만 한다고 해서 성공이라 할 수 있을까?{nl}물론 위대한 대마법사를 상대로 그 정돈 훌륭한 성공이랄수도 있겠지.{nl}				이름 모를 도둑의 비석	
QUEST_20150317_000164	Pourtant, je ne pouvais pas. Je voulais être le voleur numéro un de toute l'histoire, pas seulement{nl}d'aujourd'hui.	하지만 나는 아니다. {nl}나는 당대 최고가 아니라 역사 제일의 도둑이고자 한다.{nl}				이름 모를 도둑의 비석	
QUEST_20150317_000165	J'ai enfin découvert un moyen d'entrer dans la Tour du mage. Pour cela, il faut concentrer du{nl}pouvoir magique en un lieu précis. Maintenant, il ne me reste plus qu'une étape décisive à{nl}franchir.	드디어 마법사의 탑으로 들어갈 방법을 찾았다.{nl}그건 특정 장소에 마력을 응집하는 것.{nl}이제는 결행만이 남았다.				이름 모를 도둑의 비석	
QUEST_20150317_000166	Alors, mon dispositif spécial s'activera. Si tu fais comme moi, tu pourras toi aussi entrer dans la{nl}tour.	이제 곧 나의 특제 장치가 작동할 것이다.{nl}날 따라 한다면 그대도 마법사의 탑으로 들어갈 수는 있겠지.{nl}				이름 모를 도둑의 비석	
QUEST_20150317_000167	Après ça, toi aussi tu pourras en apprendre à ces stupides magiciens. Haha !	물론 그 후에 멍청한 마법사들 같은 건 알아서 해야 할 것이다. 하하!				이름 모를 도둑의 비석	
QUEST_20150317_000168	Monument de Commandement	교훈의 비석					
QUEST_20150317_000169	Les voleurs qui sont entrés dans cette tour ont été brûlés vifs. Je laisse ce monument en{nl}avertissement aux autres intrus. {nl}- Agailla Flurry	남의 탑을 침입하고 남의 물건을 손댄 어리석은 도적을 불태워 죽였다.{nl}허나 그의 비석은 침입자에 대한 경고로써 남겨두는 바이다. {nl} -아가일라 플러리-				교훈의 비석	
QUEST_20150317_000170	Reine Démone Gesti	마왕 제스티					
QUEST_20150317_000171	Humains insolents.	인간 주제에 감히 내게.. {nl}				마왕 제스티	
QUEST_20150317_000172	Attends un peu. Ce n'est pas fini. Prie de tout ton cœur que Laima sauve ce monde.	두고 보아라. 아직 끝나지 않았으니까.{nl}라이마가 이 세계를 구하길 마음껏 빌어 보거라.				마왕 제스티	
QUEST_20150317_000173	Officier de Klaipeda	클라페다 안내병					
QUEST_20150317_000174	Bienvenue, bienvenue. Sire Uska attend sur la place centrale de Klaipeda. Oh, avais-tu besoin{nl}d'autre chose avant ?	어서 오시죠. 우스카님이 클라페다 중앙 광장에서 기다리고 계십니다.{nl}참, 미처 숙지하지 못한 사항이 있으십니까?				클라페다 안내병	
QUEST_20150317_000175	Veux-tu te rendre immédiatement à la porte de Klaipeda ?	클라페다 입구로 바로 이동하고 싶은 건가?{nl}잘 생각해 보게.				기사 티타스	
QUEST_20150317_000176	Opérateur Temporaire	임시운영자					
QUEST_20150317_000177	Veuillez modifier le statut de ce personnage.	이 캐릭터의 상태값을 바꿔주세요				임시운영자	
QUEST_20150317_000178	Réglage MASQUER/AFFICHER du PNJ !	NPC HIDE/UNHIDE설정!				임시운영자	
QUEST_20150317_000179	Adepte Algis	추종자 알기스					
QUEST_20150317_000180	Le moment que la déesse avait prédit au premier Paladin est enfin arrivé. Viens. Demande-moi{nl}ce que tu veux.	여신께서 초대 팔라딘에게 예견하신 순간이 찾아왔군.{nl}자, 뭐든 물어 보려므나.				추종자 알기스	
QUEST_20150317_000181	Il y a très, très longtemps, il existait des nomades atteints d'une peste maudite. L'honorable{nl}premier Paladin a levé la malédiction grâce à une relique sacrée.	아주 먼 옛날에 역병의 저주를 받은 유목민이 떠돌고 있었단다.{nl}초대 팔라딘님께서 그들의 저주를 치유의 성물로 끊어 주셨어.{nl}				추종자 알기스	
QUEST_20150317_000182	Les Guetteurs sont les descendants de ces nomades. Cependant, la relique sacrée n'était pas{nl}destinée à guérir ces gens.	파수꾼들이 바로 그 유목민들의 후예이지.{nl}하지만 성물의 본래 목적은 치유가 아니야.{nl}{nl}				추종자 알기스	
QUEST_20150317_000183	Un jour, la déesse demanda au premier Paladin de protéger une révélation divine. Les nomades{nl}maudits apparurent alors même que le paladin réfléchissait à la façon de la garder secrète.	어느 날, 여신께선 초대 팔라딘에게 계시를 부탁하셨지.{nl}이걸 어떻게 감출까 고민하던 차에 나타난 게 저주받은 유목민이였어.{nl}				추종자 알기스	
QUEST_20150317_000184	Eux et le premier Paladin firent trois serments avant de briser la malédiction.	초대 팔라딘님께선 저주를 끊어 주는 조건으로 세 가지 맹약을 내거셨지.{nl}				추종자 알기스	
QUEST_20150317_000185	Construire ensemble l'Église de Tenet. Dissimuler la relique sacrée sur ces terres et vénérer sa{nl}sainteté. Se rassembler et combattre ensemble quand le danger approche de ce lieu.	테넷 성당을 함께 지을 것. {nl}치유의 성물을 이 땅에 감춰 두고 성스럽게 모실 것.{nl}이 땅에 위험이 닥칠 때 함께 힘을 모아 싸울 것.{nl}				추종자 알기스	
QUEST_20150317_000186	Tout cela visait à protéger la révélation cachée dans le sanctuaire de l'Église de Tenet.	이게 다 테넷 성당의 성소에 감춰져 있는 계시를 지키기 위한 거란다.				추종자 알기스	
QUEST_20150317_000187	La relique sacrée fut à l'origine créée pour protéger la révélation en servant d'appât. Grâce à elle,{nl}nous attirerons ici la reine démon pour la détruire.	치유의 성물은 본디 계시를 지키려고 만들어진 거란다.{nl}이걸로 마왕을 유인해서 해치우는 것이지.{nl}				추종자 알기스	
QUEST_20150317_000188	Cependant, tout peut arriver. Si le plan échoue, la bataille finale se déroulera probablement dans{nl}l'Église de Tenet.	하지만 모든 건 만약이라는 게 있기 마련이거든.{nl}이 작전이 실패한다면 최후의 결전이 벌어질 장소는 아마 테넷 성당이 될 게야.				추종자 알기스	
QUEST_20150317_000189	Pawndel	폰델					
QUEST_20150317_000190	Quoi de neuf ?	무슨 일인데?				폰델	
QUEST_20150317_000191	Vraiment ?	정말?				폰델	
QUEST_20150317_000192	Pawnd	폰드					
QUEST_20150317_000193	Que s'est-il passé ?	무슨 일이야?				폰드	
QUEST_20150317_000194	Gesti nous a demandé de protéger cet endroit.	제스티님이 여기 지키라고 하셨어..				폰드	
QUEST_20150317_000195	Alors, que dois-je faire maintenant ?	이제 뭘 해야하지?				폰델	
QUEST_20150317_000196	Est-ce le bon endroit ?	여기가 맞아?				폰드	
QUEST_20150317_000197	Explication	설명 중					
QUEST_20150317_000198	Détails du fragment de révélation trouvé dans la Mine de cristal partagés.	수정광산에서 얻은 계시의 내용의 일부를 알려주었다					
QUEST_20150317_000199	Je ne sais pas à quel point tu étais grand par le passé et je m'en moque. {nl}Ici, tu suis les ordres de l'Armée royale, même toi, chevalier de Kaliss. {nl}Ici, notre parole fait loi !	당신의 과거행적이 얼마나 빛나는지 모르겠습니다만 여기선 왕국군의 통제를 따라 주셔야합니다.{nl}칼리스 기사단도 마찬가지 입니다. 여기선 왕령에 따라 우리가 곧 법입니다.					
QUEST_20150317_000200	Pilleur de Tombes Hubertas	도굴꾼 후베르타스					
QUEST_20150317_000201	Traîner dans ces ruines me rend fou. Pourquoi diable est-il venu ici de toute façon ?	이런 황폐한 곳에서 며칠씩 기다리고 있으려니 내가 미쳐가는 게 느껴져.{nl}형님은 대체 왜 안 오시는 거야!				도굴꾼 후베르타스	
QUEST_20150317_000202	Pilleur de Tombes Benjaminas	도굴꾼 벤자미나스					
QUEST_20150317_000203	Les gens nous traitent de pilleurs de tombes, mais nous préférons nous{nl}appeler... archéologues, {nl}récupérant et réutilisant tous ces objets que plus personne n'utilise. {nl}C'est quand même mieux que de les laisser pourrir, non ?	우린 스스로를 고고학자라고 부르고 싶어하지만 다들 도굴꾼이라고 하지요.{nl}주인없는 물건들이 제가치를 찾을 수 있는 곳으로 옮겨주는 일은 어쩔땐 여신을 대변하기까지 합니다.{nl}누구에게나 여기 이렇게 굳어서 풍화되어 사라져가는 것보단 훨씬 나을 거에요.					
QUEST_20150317_000204	Journal d'un Citoyen	어느 시민의 일기					
QUEST_20150317_000205	Cela fait un an que la guerre civile a éclaté. Les prix en ville ont augmenté de façon spectaculaire. {nl}Commandant Ruklys a demandé de l'aide pour reconstituer les provisions déclinantes de la ville. {nl}Cela fait longtemps que nous n'avons pas eu de bonnes nouvelles. On dit que le roi Kadumel s'en prend au général. {nl}L'ambiance ne va pas changer de sitôt.	내전이 발발한 지 1년이란 시간이 지났다. 도시의 물가가 무척 올랐다. 루클리스 장군께서는 병참물자를 내놓아 부족한 도시의 물자를 보충한다고 한다. 그러나 모처럼 좋은 소식에도 카듀멜 국왕이 루클리스 장군을 노리고 친정을 하려 한다는 소문이 돌아서 사람들의 분위기는 그다지 좋지 않다.					
