INTL_20191024_000365	[Effet d'équipement du grimoire] Invoque le Seigneur démon Mirtis lors de{nl}l'utilisation d'Invocation{nl}[Inéchangeable]	[그리모어 장착 효과] 서모닝 사용 시 마군주 미르티스 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000366	[Effet d'équipement du grimoire] Invoque Seigneur démon Seigneur givrant lors{nl}de l'utilisation d'Invocation{nl}[Inéchangeable]	[그리모어 장착 효과] 서모닝 사용 시 마군주 프로스터 로드 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000367	Utilisez pour obtenir l'un des objets suivants.{nl}- Carte du Seigneur démon Marnox [Inéchangeable] x1{nl}- Carte du Seigneur démon Blut [Inéchangeable] x1{nl}- Carte du Seigneur démon Zaura [Inéchangeable] x1{nl}- Carte du Seigneur démon Nuaele [Inéchangeable] x1{nl}- Carte du Seigneur démon Helgasercle{nl}[Inéchangeable] x1{nl}- Carte du Seigneur démon Rexipher [Inéchangeable]{nl}x1{nl}- Carte du Seigneur démon Mirtis [Inéchangeable] x1{nl}- Carte du Seigneur démon Seigneur givrant{nl}[Inéchangeable] x1	사용 시 아래의 구성물 중 하나를 선택해 획득할 수 있습니다.{nl} - 마군주 마르녹스 카드 [거래 불가] 1개{nl} - 마군주 블룻 카드 [거래 불가] 1개{nl} - 마군주 자우라 카드 [거래 불가] 1개{nl} - 마군주 누아엘레 카드 [거래 불가] 1개{nl} - 마군주 헬가 세르클 카드 [거래 불가] 1개{nl} - 마군주 렉시퍼 카드 [거래 불가] 1개{nl} - 마군주 미르티스 카드 [거래 불가] 1개{nl} - 마군주 프로스터 로드 카드 [거래 불가] 1개				
INTL_20191104_000368	Événement : Défense de la montée d'Halloween	이벤트: 와글와글 할로윈 업힐 디펜스				
INTL_20191104_000369	Événement : Mêlée de minuit d'Halloween	이벤트: 할로윈 밤의 소동				
INTL_20191104_000370	Assistant de la Mêlée de Minuit d'Halloween	할로윈 밤의 소동 이벤트 도우미				
INTL_20191203_000371	+90 % d'EXP gagnée en chassant des monstres{nl}+3 vitesse de déplacement{nl}+500 PV max.	몬스터 처치 시 획득 경험치 +90%{nl}이동 속도 +3{nl}최대 체력 + 500	SKILL_20161226_007306	+90 % d'EXP en chassant des monstres{nl}+3 vitesse de déplacement	몬스터 처치 시 획득 경험치 +90%{nl}이동 속도 +3	
INTL_20191203_000372	+120 % d'EXP gagnée en chassant des monstres{nl}+4 vitesse de déplacement{nl}+1000 PV max.	몬스터 처치 시 획득 경험치 +120%{nl}이동 속도 +4{nl}최대 체력 + 1000	SKILL_20161226_007308	+120 % d'EXP en chassant des monstres{nl}+4 vitesse de déplacement	몬스터 처치 시 획득 경험치 +120%{nl}이동 속도 +4	
INTL_20191203_000373	+150 % d'EXP gagnée en chassant des monstres{nl}+5 vitesse de déplacement{nl}+2000 PV max.	몬스터 처치 시 획득 경험치 +150%{nl}이동 속도 +5{nl}최대 체력 + 2000	SKILL_20161226_007310	+150 % d'EXP en chassant des monstres{nl}+5 vitesse de déplacement	몬스터 처치 시 획득 경험치 +150%{nl}이동 속도 +5	
INTL_20191203_000374	Utiliser la {#FF0000}[Événement] Clé de Noël royale{/} pour ouvrir le coffre ?	{#FF0000}[이벤트] 로열 크리스마스 열쇠{/}를 사용하여 상자를 여시겠습니까?				크리스마스 로열 상자
INTL_20191203_000375	Accessible uniquement le week-end.	주말에만 대화하실 수 있습니다.				
INTL_20191205_000376	Utilisez pour ouvrir le Coffre royal de Noël à Klaipeda et obtenir aléatoirement un objet de récompense parmi la liste suivante.{nl}[Événement] Points d'attribut 10 000 x1{nl}, [Événement] Points d'attribut 1 000 x1{nl}- [Événement] Points d'attribut 500 x1, Pierre de portail de raid x3{nl}- Sculpture de la Déesse (14 jours) x5, Graine miraculeuse (14 jours) x5{nl}- [Événement] Pièce de récompense de quête de guilde: Argent x1{nl} Cet objet sera supprimé lors de la maintenance du 26 décembre 2019.	클라페다에 위치한 크리스마스 로열 상자를 열어 아래 아이템 중 각기 다른 확률로 한 개의 아이템을 획득할 수 있습니다.{nl}[이벤트]특성 포인트 10,000 x1{nl}[이벤트]특성 포인트 1,000 x1{nl}[이벤트]특성 포인트 500 x1{nl}축복이 깃든 씨앗(14일) x1{nl}여신의 조각상(14일) x1{nl}[이벤트] 길드 퀘스트 보상 주화 : 은 x1{nl}레이드 포탈 스톤 x1{nl}19년 12월 26일 점검시, 일괄 삭제됩니다.				
INTL_20191216_000377	{img test_cooltime 25 25}{s18}Les points sont réinitialisés chaque trimestre.	{img test_cooltime 25 25}{s18}매 분기마다 포인트 초기화가 진행됩니다.				
INTL_20191216_000378	 {nl}Veuillez sélectionner une récompense.	 {nl}원하는 보상을 선택해주세요.				
INTL_20191230_000379	Accessible uniquement les vendredis, samedis et dimanches.	금,토,일에만 대화하실 수 있습니다.	INTL_20191203_000375	Accessible uniquement le week-end.	주말에만 대화하실 수 있습니다.	
INTL_20200114_000380	Route vers le Printemps 	봄으로 가는 길 				
INTL_20200114_000381	Cube du Printemps	봄 큐브	INTL_20190405_000317	Cube de la Route Fleurie	꽃길 큐브	
INTL_20200114_000382	Mission Route vers le Printemps	봄으로 가는 길 이벤트 미션				
INTL_20200114_000383	Vous pouvez recevoir une Barrette fleur de cerisier pour vos cinq premières {#661199}Pétale de fleur{/}.{nl}Pour vos cinq {#661199}Pétale de fleur{/} suivantes, vous pouvez recevoir 25 Cube du printemps.	이벤트 기간동안 최초 {#661199}꽃잎{/} 5개는 삼색 경단 머리핀, 이후 {#661199}꽃잎{/} 5개는 봄 큐브 25개로 교환할 수 있습니다.	INTL_20190405_000321	Vous pouvez recevoir une Barrette fleur de cerisier pour vos cinq premières Pétale de fleur.{nl}Pour vos cinq Pétale de fleur suivantes, vous pouvez recevoir une Barrette friandise tricolore.	이벤트 기간동안 최초 꽃잎 5개는 삼색 경단 머리핀, 이후 꽃잎 5개는 벚꽃 머리핀으로 교환할 수 있습니다.	이벤트 알림판
INTL_20200114_000384	{#661199}Informations Route vers le Printemps	{#661199}봄으로 가는 길 이벤트 안내	INTL_20190405_000322	Événement de la Route Fleurie	꽃길 이벤트	
INTL_20200206_000385	{@st66d_y}{s14}Bénédiction{nl}De la Déesse	{@st66d_y}{s14}여신의{nl}축복				
INTL_20200214_000386	 : x5{nl}- Raids légendaires : Casual : x2{nl}- Raids uniques : x5{nl}- Raids uniques : Casual : x2{nl}- Mode Défi palier 5+ : x2{nl}- Donjons de niveau : x1	 클리어 : 5개{nl}- 레전드 레이드:캐주얼 클리어 : 2개{nl}- 유니크 레이드 클리어 : 5개{nl}- 유니크 레이드:캐주얼 클리어 : 2개{nl}- 챌린지 5단계 이상 클리어 : 2개{nl}- 레벨던전 클리어 : 1개				대장장이 테리아베리스
INTL_20200609_000387	Aucun événement en cours au tableau d'affichage de l'événement.	현재 이벤트 알림판에서 진행중인 이벤트가 없습니다.				이벤트 알림판
INTL_20200727_000388	Appliquer ou non le mode protection après vérification du hwid et de l'ip, 1 : utiliser 0 : ne pas utiliser	hwid, ip 확인 후 보호모드 적용 여부, 1:사용 0:안함				
INTL_20201030_000389	Conserver le journal d'utilisation des Skills dans la Mission de guilde Boruta ? (1 : conserver, 0 : ne pas conserver)	보루타 길드 미션에서 스킬 사용 로그를 남길건가? (1: 남김, 0: 안함)				
INTL_20201123_000390	Applicabilité de CashOut, 1:Utilisé 0:Inutilisé	CashOut 적용 여부, 1:사용 0:안함				
INTL_20210128_000391	Bonus EP.13 Ravitaillement de croissance.{nl}EXP + 600 %{nl}Chance de butin + 300{nl}※S'applique uniquement aux personnages de Niv. 449 ou moins.	EP.13 성장 지원 버프 입니다.{nl}경험치 + 600%{nl}루팅찬스 + 300{nl}※450레벨 미만의 캐릭터에만 적용됩니다.				
INTL_20210318_000392	{s18}Message d'Avertissement de Rang du Marché	{s18}마켓 등급 관련 경고 메세지				
INTL_20210326_000393	Une lanterne rouge portant les vœux du nouvel an.	신년 소망을 담은 홍등입니다.				
INTL_20210326_000394	Un ballon en forme de tête de cerf fleuri.	꽃사슴 머리 모양 풍선입니다				
INTL_20211104_000395	{@st66b}{s16}{#FFFFFFF}Récompense de Classement par Type	{@st66b}{s16}{#FFFFFFF}계열 순위 보상				
INTL_20211104_000396	{@st66b}{s16}{#FFFFFFF}Récompense de Dégâts Cumulés	{@st66b}{s16}{#FFFFFFF}누적 대미지 보상				
INTL_20211104_000397	{@st66b}{s16}{#FFFFFFF}Récompense de Classement par Classe	{@st66b}{s16}{#FFFFFFF}클래스 순위 보상				
INTL_20211104_000398	{@st66b}{s16}{#FFFFFFF}Boutique Ligue de Combat d'Équipe	{@st66b}{s16}{#FFFFFFF}팀 배틀리그 상점				
INTL_20211104_000399	{@st66b}{s16}{#FFFFFFF}Enregistrer le Personnage à Changer	{@st66b}{s16}{#FFFFFFF}교체 캐릭터 등록				
INTL_20220831_000400	Dégâts {img green_down_arrow 16 16}#{CaptionRatio}#%, dégâts reçus -10 % en champ{nl}※ Mode Défi non inclus	필드 지역 대미지 {img green_down_arrow 16 16}#{CaptionRatio}#%, 받는 피해 10% 감소{nl}※챌린지, 차원 붕괴 제외				
INTL_20220919_000401	Dégâts {img green_up_arrow 16 16}#{CaptionRatio}#%, dégâts reçus {img green_down_arrow 16 16}10 % en champ{nl}※ Mode Défi et Singularité de division non inclus	필드 지역 대미지 {img green_up_arrow 16 16}#{CaptionRatio}#%, 받는 피해 {img green_down_arrow 16 16} 10%{nl}※챌린지, 분열 제외	INTL_20220831_000400	Dégâts {img green_down_arrow 16 16}#{CaptionRatio}#%, dégâts reçus -10 % en champ{nl}※ Mode Défi non inclus	필드 지역 대미지 {img green_down_arrow 16 16}#{CaptionRatio}#%, 받는 피해 10% 감소{nl}※챌린지, 차원 붕괴 제외	
INTL_20221024_000402	[Halloween] Bon d'une entrée pour Noyau turbulent (Auto/Solo)	[할로윈] 13 핵(자동 매칭, 1인) 1회 입장권				
INTL_20221125_000403	Coffre Cadeau Surprise du GM - Jour 1	GM의 12월 깜짝 선물 1회차 상자				
INTL_20221125_000404	Coffre Cadeau Surprise du GM - Jour 2	GM의 12월 깜짝 선물 2회차 상자				
INTL_20221125_000405	Coffre Cadeau Surprise du GM - Jour 3	GM의 12월 깜짝 선물 3회차 상자				
INTL_20221125_000406	Coffre Cadeau Surprise du GM - Jour 4	GM의 12월 깜짝 선물 4회차 상자				
INTL_20221125_000407	Coffre Cadeau Surprise du GM - Jour 5	GM의 12월 깜짝 선물 5회차 상자				
